,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
3078,False,True,True,60,True,True,False,False,False,False,False,False,False,23.95,1506.4,False,False,False,True,False,True,False,False,True,False,False
3079,False,False,False,9,True,False,False,False,False,False,False,False,True,20.15,163.7,False,False,False,True,False,True,False,False,False,False,True
3080,False,False,False,3,True,True,False,True,True,False,True,True,True,105.35,323.25,True,False,True,False,True,False,False,True,False,False,False
3081,False,False,False,17,True,True,False,False,True,True,False,True,True,95.65,1640.0,False,False,True,False,True,False,False,True,False,False,False
3082,False,False,False,8,True,True,False,False,False,False,True,False,True,87.05,762.1,True,False,True,False,True,False,False,False,False,True,False
3083,False,True,True,46,True,False,True,False,True,True,True,True,False,81.0,3846.35,False,True,False,False,False,False,True,False,False,False,True
3084,False,False,False,68,True,False,True,True,True,True,True,True,True,82.45,5646.6,False,True,False,False,False,False,True,False,True,False,False
3085,False,False,False,1,True,False,False,False,False,False,True,False,True,53.5,53.5,True,True,False,False,True,False,False,False,False,False,True
3086,False,True,False,4,True,False,False,False,False,False,False,False,False,20.5,79.05,False,False,False,True,False,True,False,True,False,False,False
3087,False,False,False,1,False,False,False,False,False,False,False,False,True,25.1,25.1,True,True,False,False,True,False,False,False,False,False,True
3088,False,False,True,28,True,False,False,True,False,True,False,False,True,54.4,1516.6,False,True,False,False,False,True,False,False,True,False,False
3089,False,False,False,39,True,False,False,True,False,False,True,False,True,58.6,2224.5,False,True,False,False,False,True,False,False,True,False,False
3090,False,False,False,11,True,False,False,False,True,False,False,True,False,84.8,888.75,False,False,True,False,True,False,False,False,False,True,False
3091,False,True,False,71,False,False,False,True,True,True,True,True,True,61.4,4310.35,False,True,False,False,False,False,True,False,True,False,False
3092,False,False,True,2,True,False,False,False,False,False,False,False,False,20.4,42.9,False,False,False,True,True,False,False,False,False,False,True
3093,True,True,False,30,True,False,False,True,True,False,False,False,True,79.65,2365.15,True,False,True,False,True,False,False,False,False,False,True
3094,False,False,False,17,True,False,False,False,False,False,False,False,False,20.15,353.65,False,False,False,True,False,True,False,False,False,False,True
3095,False,True,False,55,True,True,False,True,True,False,True,False,True,94.45,5073.1,False,False,True,False,True,False,False,False,True,False,False
3096,False,False,False,58,True,True,True,False,False,False,False,False,True,79.8,4526.85,False,False,True,False,True,False,False,True,False,False,False
3097,False,False,False,5,True,False,True,False,False,True,False,False,False,54.2,308.25,True,True,False,False,True,False,False,False,False,True,False
3098,True,False,False,1,True,False,False,False,False,False,False,False,True,19.45,19.45,True,False,False,True,True,False,False,False,False,True,False
3099,True,False,False,9,True,True,False,False,False,False,False,False,True,74.05,678.45,False,False,True,False,True,False,False,False,False,True,False
3100,False,False,False,26,True,False,False,False,False,True,False,False,False,49.15,1237.3,False,True,False,False,True,False,False,True,False,False,False
3101,False,False,False,50,True,False,False,False,False,False,False,False,False,19.4,1023.95,False,False,False,True,False,False,True,False,True,False,False
3102,False,True,False,72,True,True,True,True,True,True,True,True,True,113.65,8182.75,False,False,True,False,False,False,True,True,False,False,False
3103,False,False,True,43,True,False,True,True,False,True,True,True,True,106.0,4532.3,False,False,True,False,False,True,False,False,True,False,False
3104,False,False,False,56,True,True,False,False,False,False,False,False,True,25.95,1444.05,False,False,False,True,False,False,True,True,False,False,False
3105,False,False,False,1,True,False,False,False,False,False,False,False,False,19.1,19.1,False,False,False,True,True,False,False,False,False,False,True
3106,False,True,True,72,True,True,False,True,True,False,True,True,True,103.4,7372.65,True,False,True,False,False,False,True,False,False,True,False
3107,False,True,False,72,True,True,True,True,False,True,False,True,True,100.55,7325.1,False,False,True,False,False,False,True,True,False,False,False
3108,False,True,False,36,True,True,False,False,False,False,True,True,True,95.4,3474.2,False,False,True,False,True,False,False,False,False,True,False
3109,False,False,False,5,True,False,False,False,True,True,True,True,False,75.15,392.65,False,True,False,False,True,False,False,True,False,False,False
3110,False,False,False,13,True,True,False,True,True,False,False,False,True,84.45,1058.6,True,False,True,False,True,False,False,False,False,True,False
3111,True,False,False,44,True,False,False,True,True,False,False,True,False,89.15,3990.75,False,False,True,False,False,True,False,False,True,False,False
3112,True,True,True,70,True,True,False,True,True,True,True,True,True,107.9,7475.85,False,False,True,False,False,True,False,False,False,True,False
3113,False,False,False,44,True,False,False,False,False,False,False,False,False,19.5,835.5,False,False,False,True,False,True,False,False,True,False,False
3114,True,True,False,32,True,True,False,False,False,False,True,False,True,85.95,2628.6,True,False,True,False,True,False,False,False,True,False,False
3115,False,True,False,69,True,True,False,False,False,False,False,False,True,24.95,1718.35,False,False,False,True,False,False,True,False,True,False,False
3116,True,False,False,16,True,False,False,False,False,True,True,False,False,59.4,1023.9,True,True,False,False,True,False,False,False,False,True,False
3117,True,True,True,68,True,False,False,False,False,False,False,False,False,19.5,1193.55,False,False,False,True,False,True,False,True,False,False,False
3118,False,False,False,16,True,False,False,False,False,False,False,False,True,69.95,1205.5,False,False,True,False,True,False,False,False,True,False,False
3119,False,True,True,68,True,False,True,True,False,True,True,True,False,82.85,5776.45,False,True,False,False,False,False,True,True,False,False,False
3120,False,False,False,4,True,False,False,False,False,False,False,False,False,19.0,78.9,False,False,False,True,True,False,False,False,False,False,True
3121,False,True,True,26,False,False,True,True,False,True,False,False,False,38.85,1025.15,False,True,False,False,True,False,False,False,True,False,False
3122,False,False,False,29,False,False,False,True,False,False,False,False,True,30.6,856.35,True,True,False,False,True,False,False,False,False,True,False
3123,False,False,True,5,True,False,False,False,False,False,False,False,False,20.35,122.0,False,False,False,True,True,False,False,False,True,False,False
3124,False,True,False,70,True,True,False,True,True,False,True,False,True,95.0,6602.9,False,False,True,False,False,True,False,True,False,False,False
3125,False,True,False,24,True,False,True,False,False,True,True,True,False,74.4,1712.9,False,True,False,False,False,True,False,True,False,False,False
3126,True,True,False,72,True,True,True,True,True,True,False,True,False,78.45,5682.25,False,True,False,False,False,False,True,True,False,False,False
3127,False,False,False,1,True,False,False,False,False,True,False,False,True,74.3,74.3,False,False,True,False,True,False,False,False,False,False,True
3128,False,True,False,70,False,False,False,True,True,True,False,True,True,51.05,3635.15,False,True,False,False,False,True,False,True,False,False,False
3129,False,True,True,36,True,False,False,False,False,False,False,False,False,19.2,702.9,False,False,False,True,True,False,False,True,False,False,False
3130,True,False,False,38,True,True,False,False,False,True,True,True,True,99.55,3734.25,True,False,True,False,True,False,False,False,False,True,False
3131,False,False,False,17,True,False,False,False,False,False,False,False,True,70.0,1144.5,True,False,True,False,True,False,False,False,False,True,False
3132,False,True,True,41,True,True,False,True,True,True,True,True,True,109.1,4454.25,False,False,True,False,False,True,False,True,False,False,False
3133,False,False,False,1,True,False,False,False,False,False,False,False,True,45.3,45.3,True,True,False,False,True,False,False,False,False,True,False
3134,False,False,False,2,False,False,False,False,False,True,False,False,False,29.85,75.6,True,True,False,False,True,False,False,True,False,False,False
3135,False,False,False,14,True,False,False,False,True,False,False,False,False,76.45,1117.55,False,False,True,False,True,False,False,False,False,True,False
3136,True,False,False,2,True,False,False,True,True,True,False,True,True,95.1,180.25,True,False,True,False,True,False,False,False,True,False,False
3137,False,False,False,1,True,False,False,False,False,False,False,False,False,19.8,19.8,True,False,False,True,True,False,False,False,False,False,True
3138,False,True,True,13,True,True,False,True,True,True,True,False,True,72.8,930.05,False,True,False,False,True,False,False,False,False,True,False
3139,False,False,False,6,True,False,False,False,False,False,False,False,False,18.95,110.15,False,False,False,True,True,False,False,False,False,False,True
3140,False,False,False,4,True,False,False,True,False,False,False,False,True,76.65,333.6,True,False,True,False,True,False,False,True,False,False,False
3141,False,True,True,5,True,False,False,True,False,True,True,True,True,99.15,465.05,True,False,True,False,True,False,False,False,False,False,True
3142,False,True,False,15,True,False,True,False,True,False,True,True,False,101.75,1669.4,False,False,True,False,True,False,False,False,False,True,False
3143,False,False,False,47,True,False,True,False,False,False,False,False,False,75.45,3545.1,False,False,True,False,True,False,False,False,True,False,False
3144,False,False,False,8,True,False,False,False,True,True,False,True,False,64.1,504.05,False,True,False,False,True,False,False,False,False,False,True
3145,False,False,False,17,False,False,False,False,False,False,False,False,True,25.65,440.2,False,True,False,False,True,False,False,False,False,False,True
3146,False,True,True,15,True,False,True,False,False,False,False,False,False,75.1,1151.55,False,False,True,False,True,False,False,False,False,False,True
3147,False,False,False,26,True,False,True,False,True,True,False,True,True,95.85,2475.35,False,False,True,False,False,True,False,True,False,False,False
3148,False,False,False,23,True,True,True,False,False,False,False,False,False,54.4,1249.25,False,True,False,False,True,False,False,False,False,True,False
3149,True,False,False,4,True,False,False,True,False,False,False,False,False,72.75,317.75,False,False,True,False,True,False,False,False,False,True,False
3150,False,False,True,29,True,False,False,False,False,False,False,False,False,19.85,535.05,False,False,False,True,False,True,False,False,False,False,True
3151,False,False,False,25,True,False,False,False,False,False,False,False,False,19.05,461.3,False,False,False,True,True,False,False,False,False,False,True
3152,False,False,False,9,True,False,False,False,False,False,False,False,False,44.95,431.0,True,True,False,False,True,False,False,False,False,False,True
3153,False,True,False,18,True,False,False,False,True,False,False,False,True,49.55,878.35,True,True,False,False,True,False,False,False,False,False,True
3154,True,False,False,3,True,True,False,False,False,False,True,True,True,94.85,335.75,False,False,True,False,True,False,False,False,False,True,False
3155,False,True,True,69,False,False,True,True,True,True,False,False,False,46.25,3121.4,False,True,False,False,False,False,True,True,False,False,False
3156,False,False,False,14,True,False,False,False,False,False,False,False,False,19.35,324.8,False,False,False,True,False,True,False,False,False,False,True
3157,False,False,False,19,True,True,False,False,False,False,True,True,False,69.6,1394.55,False,True,False,False,True,False,False,False,False,False,True
3158,True,False,False,39,True,True,False,True,False,False,False,True,False,90.7,3413.25,False,False,True,False,True,False,False,False,False,True,False
3159,False,False,False,31,True,False,False,True,True,False,True,True,True,101.4,3143.65,False,False,True,False,True,False,False,False,False,True,False
3160,False,True,True,24,True,False,False,False,False,False,False,False,False,20.25,439.75,False,False,False,True,False,True,False,False,False,False,True
3161,False,True,False,14,True,False,False,False,False,True,False,False,False,48.8,664.4,False,True,False,False,True,False,False,True,False,False,False
3162,False,True,False,64,True,False,True,True,True,True,False,True,True,74.35,4759.55,False,True,False,False,False,False,True,False,False,False,True
3163,False,False,False,50,True,False,False,False,False,False,False,False,True,19.35,1033.0,False,False,False,True,False,True,False,False,False,False,True
3164,False,True,True,52,True,False,False,True,True,True,True,False,True,68.75,3482.85,False,True,False,False,False,True,False,False,False,True,False
3165,False,False,False,28,True,True,False,True,False,False,True,True,False,100.2,2688.45,False,False,True,False,False,True,False,False,False,True,False
3166,False,False,False,21,True,False,False,False,False,False,False,False,True,20.85,435.25,False,False,False,True,False,False,True,False,True,False,False
3167,False,False,True,25,True,False,False,True,False,False,True,True,True,95.9,2448.75,True,False,True,False,True,False,False,False,False,True,False
3168,False,True,False,17,True,False,False,False,False,False,False,False,False,19.35,307.0,False,False,False,True,False,True,False,False,False,False,True
3169,False,True,False,58,False,False,False,False,False,False,True,True,True,45.0,2689.35,False,True,False,False,False,True,False,False,True,False,False
3170,True,True,False,17,True,False,False,False,False,False,False,True,False,81.5,1329.2,True,False,True,False,True,False,False,True,False,False,False
3171,False,True,False,51,True,True,False,False,False,False,False,False,False,25.5,1281.25,False,False,False,True,False,False,True,False,False,False,True
3172,False,True,True,72,False,False,True,False,True,True,True,False,False,48.9,3527.0,False,True,False,False,False,False,True,False,False,False,True
3173,False,True,False,52,True,False,True,False,False,False,True,False,False,84.1,4348.65,True,False,True,False,True,False,False,False,False,True,False
3174,False,False,False,27,True,False,False,False,False,False,False,False,True,19.6,561.15,False,False,False,True,False,False,True,False,False,False,True
3175,False,False,False,3,True,False,False,False,False,False,False,False,False,20.0,63.6,False,False,False,True,True,False,False,False,False,False,True
3176,False,True,False,64,True,True,True,True,True,True,False,True,True,81.3,5129.3,False,True,False,False,False,False,True,False,False,False,True
3177,False,True,False,45,True,False,False,False,False,True,True,True,True,95.2,4285.8,False,False,True,False,False,False,True,False,True,False,False
3178,True,True,False,3,False,False,False,False,False,False,True,False,True,36.45,93.7,True,True,False,False,True,False,False,False,False,False,True
3179,False,True,False,71,True,True,False,True,True,True,True,True,True,83.3,5894.5,False,True,False,False,False,False,True,False,True,False,False
3180,True,False,False,1,False,False,False,False,False,False,False,False,False,25.05,25.05,True,True,False,False,True,False,False,False,False,False,True
3181,False,True,True,58,True,False,False,False,False,False,False,False,False,20.3,1160.75,False,False,False,True,False,False,True,False,True,False,False
3182,False,True,True,34,True,False,False,True,True,False,True,False,True,89.85,3091.75,False,False,True,False,True,False,False,False,False,True,False
3183,False,False,False,8,True,False,True,False,False,False,False,False,True,49.85,365.55,True,True,False,False,True,False,False,False,False,True,False
3184,False,True,True,15,True,False,False,False,False,False,False,False,False,19.8,272.95,False,False,False,True,True,False,False,False,False,False,True
3185,False,True,True,66,False,False,False,False,True,True,True,True,False,54.65,3632.0,False,True,False,False,False,False,True,True,False,False,False
3186,True,False,False,12,False,False,False,True,False,False,False,False,True,29.35,381.2,False,True,False,False,True,False,False,False,True,False,False
3187,False,False,False,58,True,False,False,False,False,False,False,False,True,19.15,1035.5,False,False,False,True,False,False,True,True,False,False,False
3188,False,True,True,3,True,False,False,False,False,False,False,False,False,19.1,52.0,False,False,False,True,False,False,True,False,False,False,True
3189,True,True,False,43,False,False,False,True,True,False,True,True,False,55.55,2342.2,True,True,False,False,True,False,False,False,True,False,False
3190,False,False,False,9,True,False,False,True,True,False,False,False,False,80.55,653.9,False,False,True,False,True,False,False,False,False,True,False
3191,False,False,False,3,True,False,False,False,False,False,False,False,False,20.25,71.2,False,False,False,True,False,True,False,False,False,False,True
3192,False,True,True,22,True,False,False,True,False,False,True,True,True,69.5,1498.2,True,True,False,False,False,True,False,True,False,False,False
3193,False,True,False,40,True,True,False,True,True,False,True,True,True,106.0,4178.65,False,False,True,False,False,True,False,True,False,False,False
3194,False,False,False,68,True,True,False,False,False,False,False,False,False,25.5,1821.8,False,False,False,True,False,False,True,True,False,False,False
3195,False,True,False,54,True,True,False,True,True,False,True,True,True,104.3,5278.15,True,False,True,False,True,False,False,False,False,True,False
3196,False,False,False,50,True,True,False,True,False,True,True,True,True,79.6,4024.2,False,True,False,False,False,False,True,False,False,False,True
3197,False,False,False,1,True,False,False,False,False,False,False,True,True,55.25,55.25,False,True,False,False,True,False,False,False,False,True,False
3198,False,True,False,72,True,True,True,True,True,True,True,True,False,88.05,6520.8,False,True,False,False,False,False,True,True,False,False,False
3199,False,False,True,40,True,False,False,False,False,False,False,False,True,20.4,854.9,False,False,False,True,False,True,False,True,False,False,False
3200,False,True,True,72,True,True,True,True,True,True,True,True,True,117.6,8308.9,False,False,True,False,False,False,True,True,False,False,False
3201,False,False,False,6,True,False,False,False,False,False,False,False,False,20.0,109.2,False,False,False,True,True,False,False,False,False,False,True
3202,False,False,False,5,True,False,False,False,False,False,False,False,True,19.65,92.05,False,False,False,True,True,False,False,False,True,False,False
3203,False,True,False,48,True,True,False,True,True,False,False,True,True,70.55,3420.5,False,True,False,False,False,True,False,False,True,False,False
3204,False,False,False,1,True,True,False,False,False,False,True,True,True,93.85,93.85,True,False,True,False,True,False,False,False,False,True,False
3205,False,True,True,64,True,False,True,False,False,True,True,False,False,65.8,4068.0,False,True,False,False,False,True,False,False,False,False,True
3206,False,False,False,17,True,False,False,False,False,False,False,False,False,20.05,337.9,False,False,False,True,False,True,False,False,True,False,False
3207,False,True,False,40,True,False,False,True,True,False,False,False,True,80.0,3168.75,False,False,True,False,True,False,False,False,False,True,False
3208,False,True,True,41,False,False,True,False,True,False,False,False,False,35.4,1412.4,False,True,False,False,False,True,False,False,True,False,False
3209,True,False,False,51,True,True,False,True,False,False,False,False,True,79.6,3974.7,False,False,True,False,False,True,False,True,False,False,False
3210,False,True,False,41,True,True,False,True,False,False,False,False,True,80.25,3439.0,False,False,True,False,True,False,False,False,False,True,False
3211,False,True,True,1,True,False,False,False,True,False,False,False,False,50.45,50.45,True,True,False,False,True,False,False,False,False,False,True
3212,False,False,False,2,True,False,False,False,False,False,False,False,True,20.45,42.45,False,False,False,True,True,False,False,False,False,False,True
3213,False,False,False,68,True,False,False,True,True,False,False,False,False,79.6,5461.45,False,False,True,False,False,True,False,False,True,False,False
3214,False,True,True,24,True,True,False,False,False,False,False,False,False,24.7,571.75,False,False,False,True,False,False,True,False,False,False,True
3215,False,True,False,70,True,True,True,False,True,True,False,True,False,77.3,5498.2,False,True,False,False,False,False,True,False,True,False,False
3216,False,False,False,3,False,False,False,False,False,True,False,False,True,29.75,96.85,False,True,False,False,True,False,False,False,False,True,False
3217,False,False,False,2,True,False,False,False,False,False,False,False,False,44.9,111.05,False,True,False,False,True,False,False,True,False,False,False
3218,False,True,False,3,False,False,False,True,False,False,False,False,False,29.8,94.4,False,True,False,False,True,False,False,False,True,False,False
3219,False,False,False,7,True,True,False,False,False,True,True,True,True,74.65,521.1,True,True,False,False,True,False,False,False,False,True,False
3220,False,False,False,13,True,False,True,False,False,False,True,True,True,71.95,923.85,False,True,False,False,True,False,False,False,False,True,False
3221,False,False,False,7,True,False,False,False,False,False,False,False,False,20.75,141.1,False,False,False,True,True,False,False,False,False,False,True
3222,False,True,True,12,True,False,False,False,False,False,True,False,True,56.3,628.65,False,True,False,False,True,False,False,False,False,False,True
3223,False,True,True,53,True,True,False,True,True,False,True,True,True,105.25,5576.3,False,False,True,False,False,True,False,False,False,True,False
3224,False,False,False,12,True,True,False,False,False,False,True,True,True,94.2,1046.1,True,False,True,False,True,False,False,False,False,True,False
3225,False,True,True,63,True,False,False,False,False,False,False,False,False,19.55,1245.6,False,False,False,True,False,False,True,False,False,False,True
3226,False,False,False,15,True,False,True,True,True,True,True,True,False,84.45,1287.85,False,True,False,False,True,False,False,False,False,False,True
3227,False,True,True,36,True,False,True,True,False,False,False,False,False,53.65,1939.35,False,True,False,False,False,True,False,False,False,False,True
3228,True,True,False,4,False,False,False,False,True,False,False,False,True,29.9,118.25,False,True,False,False,True,False,False,False,False,True,False
3229,False,True,True,24,True,False,False,False,False,False,False,False,False,19.7,452.55,False,False,False,True,False,False,True,False,False,False,True
3230,False,False,False,61,False,False,True,True,True,True,False,False,False,43.7,2696.55,False,True,False,False,False,True,False,False,True,False,False
3231,False,False,False,16,True,True,False,True,False,False,False,False,False,55.3,875.35,False,True,False,False,True,False,False,False,False,True,False
3232,False,True,True,65,True,False,False,False,False,False,False,False,True,19.85,1267.05,False,False,False,True,False,False,True,False,True,False,False
3233,False,True,True,26,True,False,False,False,False,False,False,False,False,19.65,494.9,False,False,False,True,False,False,True,False,True,False,False
3234,False,False,False,16,True,False,False,False,False,True,False,False,True,49.45,799.0,False,True,False,False,True,False,False,False,False,False,True
3235,False,True,False,54,True,True,True,True,False,False,True,True,False,106.55,5763.3,True,False,True,False,False,True,False,True,False,False,False
3236,False,False,False,1,True,False,False,False,False,False,False,False,False,20.1,20.1,True,False,False,True,True,False,False,False,False,False,True
3237,False,False,True,5,True,False,False,False,False,False,False,False,False,20.45,106.9,False,False,False,True,False,False,True,False,False,False,True
3238,False,False,False,19,False,False,False,True,False,False,False,True,True,39.7,710.05,False,True,False,False,True,False,False,False,False,True,False
3239,False,False,False,10,True,True,True,False,False,False,False,False,True,54.5,568.2,False,True,False,False,True,False,False,False,True,False,False
3240,False,True,True,23,True,False,False,True,True,True,False,False,False,83.8,1900.25,True,False,True,False,True,False,False,False,False,True,False
3241,False,False,False,3,True,False,False,False,False,False,True,False,False,55.15,159.15,True,True,False,False,True,False,False,False,False,False,True
3242,False,False,False,72,True,True,False,True,True,True,True,True,True,111.6,8012.75,False,False,True,False,False,False,True,True,False,False,False
3243,True,True,False,10,True,True,False,False,False,False,False,True,True,86.65,856.65,True,False,True,False,True,False,False,False,False,True,False
3244,False,True,True,10,True,False,False,True,True,False,False,False,True,55.55,551.3,False,True,False,False,True,False,False,False,False,False,True
3245,False,True,False,11,True,False,False,False,False,False,False,False,True,20.55,184.95,False,False,False,True,False,True,False,False,False,False,True
3246,True,False,False,37,True,True,True,True,False,False,True,True,True,106.75,4056.75,True,False,True,False,True,False,False,True,False,False,False
3247,False,True,True,17,True,True,True,False,False,True,False,False,True,62.1,1096.65,False,True,False,False,False,True,False,False,False,False,True
3248,False,True,True,36,True,True,True,False,True,False,True,True,True,104.5,3684.95,False,False,True,False,True,False,False,False,True,False,False
3249,True,False,False,17,True,False,False,True,True,False,True,True,True,101.8,1752.45,False,False,True,False,True,False,False,False,False,True,False
3250,True,True,True,66,True,True,True,True,False,True,True,True,True,110.6,7210.85,False,False,True,False,False,True,False,False,True,False,False
3251,False,True,True,61,True,False,True,True,True,True,True,True,False,84.9,5264.5,False,True,False,False,False,True,False,True,False,False,False
3252,False,False,False,22,True,False,False,True,False,False,True,True,True,93.2,2157.3,False,False,True,False,True,False,False,False,False,False,True
3253,False,False,False,1,False,False,False,False,False,False,False,False,True,24.4,24.4,False,True,False,False,True,False,False,False,False,True,False
3254,False,False,False,6,True,False,False,False,False,False,False,False,False,70.55,433.95,False,False,True,False,True,False,False,False,True,False,False
3255,False,False,False,31,True,False,False,True,False,True,False,False,True,78.45,2435.15,True,False,True,False,True,False,False,False,False,True,False
3256,False,True,True,68,True,False,True,True,True,True,True,True,True,85.0,5607.75,False,True,False,False,False,False,True,False,True,False,False
3257,False,True,True,34,True,True,False,False,True,False,True,False,False,87.45,2874.15,True,False,True,False,True,False,False,False,False,True,False
3258,False,True,True,52,True,False,False,True,True,True,False,False,False,85.8,4433.3,False,False,True,False,True,False,False,True,False,False,False
3259,False,False,True,10,True,False,False,False,True,True,True,False,True,91.1,964.35,False,False,True,False,True,False,False,False,False,True,False
3260,False,True,True,29,True,False,False,False,False,False,False,False,True,70.75,1974.8,True,False,True,False,True,False,False,False,False,True,False
3261,False,True,True,72,True,False,False,False,False,False,False,False,False,20.1,1460.85,False,False,False,True,False,False,True,True,False,False,False
3262,False,True,True,47,True,False,False,False,False,False,False,False,False,20.05,951.55,False,False,False,True,False,True,False,False,False,False,True
3263,False,True,True,24,True,True,True,False,False,False,True,True,False,74.8,1821.2,False,True,False,False,False,True,False,False,False,False,True
3264,False,False,False,65,True,True,False,False,False,False,False,False,False,24.8,1600.95,False,False,False,True,False,True,False,False,True,False,False
3265,False,False,False,4,True,True,False,False,False,True,True,True,True,100.85,399.25,False,False,True,False,True,False,False,False,False,False,True
3266,True,True,False,12,True,True,False,True,False,False,True,True,True,101.35,1218.55,True,False,True,False,True,False,False,False,False,True,False
3267,False,False,False,1,True,True,True,False,False,False,False,False,True,81.7,81.7,True,False,True,False,True,False,False,False,False,True,False
3268,False,False,False,33,True,False,False,False,False,False,False,False,False,68.25,2171.15,True,False,True,False,True,False,False,False,False,True,False
3269,False,False,False,34,True,False,False,True,True,True,True,True,True,105.1,3634.8,False,False,True,False,True,False,False,False,False,True,False
3270,False,True,False,14,True,False,False,False,False,False,False,False,False,20.4,292.4,False,False,False,True,False,False,True,False,False,False,True
3271,False,False,False,4,True,False,False,False,False,False,False,True,True,79.15,317.25,True,False,True,False,True,False,False,False,False,True,False
3272,False,True,True,13,True,False,False,False,False,False,False,False,False,20.0,218.55,False,False,False,True,False,True,False,False,False,False,True
3273,False,True,True,65,True,True,False,True,False,True,True,True,True,79.4,5071.9,False,True,False,False,False,False,True,True,False,False,False
3274,False,True,True,23,True,False,True,False,False,True,False,False,False,57.2,1423.35,False,True,False,False,False,True,False,False,True,False,False
3275,False,True,False,55,True,False,True,True,True,False,False,False,False,58.6,3068.6,False,True,False,False,False,False,True,False,False,True,False
3276,False,True,False,49,True,False,False,True,False,False,True,True,True,94.8,4690.65,False,False,True,False,False,False,True,False,False,True,False
3277,False,True,False,60,True,True,False,True,True,False,True,True,False,102.5,6157.6,False,False,True,False,False,True,False,True,False,False,False
3278,False,True,True,69,True,False,False,False,False,False,False,False,True,20.35,1442.65,False,False,False,True,False,True,False,False,True,False,False
3279,False,False,False,40,True,True,False,False,False,False,True,False,True,84.9,3369.05,False,False,True,False,True,False,False,False,False,True,False
3280,False,True,False,67,True,False,True,True,False,True,False,True,True,69.2,4671.65,False,True,False,False,False,False,True,False,True,False,False
3281,True,False,False,35,True,True,False,False,False,False,True,True,True,95.45,3474.05,True,False,True,False,True,False,False,False,False,True,False
3282,False,True,True,19,True,True,False,False,False,True,True,True,True,100.95,1875.55,True,False,True,False,False,True,False,False,False,True,False
3283,False,True,True,13,True,False,False,False,False,False,False,False,False,20.85,272.35,False,False,False,True,False,False,True,False,False,False,True
3284,False,False,True,41,True,True,False,True,False,False,True,False,True,88.5,3645.05,False,False,True,False,True,False,False,True,False,False,False
3285,False,False,False,4,False,False,True,False,True,False,False,False,False,35.0,135.75,False,True,False,False,True,False,False,False,False,False,True
3286,False,True,True,24,True,False,True,False,False,True,False,False,False,55.15,1319.85,False,True,False,False,True,False,False,False,False,True,False
3287,False,False,False,5,False,False,False,True,False,False,True,True,True,50.95,229.4,False,True,False,False,True,False,False,False,True,False,False
3288,False,False,False,5,True,True,False,True,False,False,False,True,True,64.0,370.25,False,True,False,False,True,False,False,False,False,True,False
3289,False,True,True,1,True,False,False,False,False,False,False,False,True,69.1,69.1,True,False,True,False,True,False,False,False,False,False,True
3290,False,True,True,72,True,True,True,True,True,True,True,False,False,80.2,5714.2,False,True,False,False,False,False,True,True,False,False,False
3291,False,False,False,24,True,False,False,False,True,False,False,False,True,49.3,1233.25,False,True,False,False,True,False,False,False,True,False,False
3292,False,True,False,42,True,True,True,False,True,True,True,True,False,84.35,3571.6,False,True,False,False,False,False,True,False,True,False,False
3293,False,False,False,4,True,False,False,False,False,False,False,False,False,20.05,83.3,False,False,False,True,True,False,False,False,False,False,True
3294,False,False,False,68,True,True,True,True,True,True,True,True,True,117.2,8035.95,False,False,True,False,False,True,False,False,True,False,False
3295,False,True,True,33,True,False,False,False,False,False,False,False,False,20.1,579.4,False,False,False,True,False,True,False,False,False,False,True
3296,True,False,False,1,True,False,False,False,False,False,False,False,True,69.6,69.6,True,False,True,False,True,False,False,False,False,True,False
3297,False,False,False,31,True,True,False,True,True,False,True,True,True,103.45,3066.45,True,False,True,False,False,True,False,False,False,True,False
3298,False,False,False,4,True,True,False,True,False,False,False,False,False,77.95,305.55,True,False,True,False,True,False,False,True,False,False,False
3299,True,True,False,69,True,True,False,True,True,True,True,True,True,109.95,7634.25,False,False,True,False,False,False,True,False,False,True,False
3300,True,False,False,38,True,True,False,False,False,False,True,True,False,94.75,3653.0,False,False,True,False,True,False,False,False,False,True,False
3301,False,True,True,3,True,False,False,True,False,True,False,False,True,80.0,241.3,False,False,True,False,True,False,False,False,False,True,False
3302,False,True,True,48,True,True,False,True,False,True,True,True,False,79.65,3870.3,False,True,False,False,False,False,True,False,False,True,False
3303,False,True,False,15,True,True,False,False,False,False,False,False,False,25.2,387.9,False,False,False,True,False,False,True,False,False,False,True
3304,False,False,False,25,True,False,False,False,False,False,False,False,False,19.9,527.5,False,False,False,True,False,True,False,False,True,False,False
3305,True,False,False,1,True,False,False,False,False,False,True,False,False,78.45,78.45,True,False,True,False,True,False,False,False,False,True,False
3306,False,False,False,48,False,False,True,True,False,False,True,False,True,44.8,2104.55,False,True,False,False,True,False,False,False,False,True,False
3307,False,False,False,1,True,False,False,False,False,False,False,False,False,20.3,20.3,False,False,False,True,True,False,False,False,False,False,True
3308,False,False,False,1,True,False,False,False,False,False,False,False,False,19.2,19.2,False,False,False,True,True,False,False,False,False,True,False
